Model,Rank,Program,Time,Space,Value
PCA,10,PC5,3h,SI9,-0.05459771574561114
PCA,10,PC5,3h,ce,-0.5241230999613057
PCA,10,PC5,3h,co,-0.581167216032509
PCA,10,PC5,6h,st,0.7024154666093795
PCA,10,PC5,6h,SI1,0.887795271433453
PCA,10,PC5,6h,SI2,1.164890582211563
PCA,10,PC5,6h,SI3,0.9885758805912027
PCA,10,PC5,6h,SI4,1.1290538190865538
PCA,10,PC5,6h,SI5,0.5205982335433106
PCA,10,PC5,6h,SI6,-0.4618700872301796
PCA,10,PC5,6h,SI7,-0.5251381746305958
PCA,10,PC5,6h,SI8,-0.4492714050847644
PCA,10,PC5,6h,SI9,-0.5300559378484639
PCA,10,PC5,6h,ce,-0.13437732955515863
PCA,10,PC5,6h,co,-0.2950113059688073
PCA,10,PC5,12h,st,0.031265490058720646
PCA,10,PC5,12h,SI1,0.6719243966885344
PCA,10,PC5,12h,SI2,0.7335182100029
PCA,10,PC5,12h,SI3,0.6014690080062943
PCA,10,PC5,12h,SI4,0.06401819516643854
PCA,10,PC5,12h,SI5,-0.4302588840510834
PCA,10,PC5,12h,SI6,-0.6235381615355587
PCA,10,PC5,12h,SI7,-0.6740630280433222
PCA,10,PC5,12h,SI8,-0.4871597387440983
PCA,10,PC5,12h,SI9,-0.5704383253677583
PCA,10,PC5,12h,ce,-0.39372050107834783
PCA,10,PC5,12h,co,-0.4610257086403593
PCA,10,PC5,24h,st,0.04521237321662911
PCA,10,PC5,24h,SI1,0.07849509598320412
PCA,10,PC5,24h,SI2,-0.1123292897007382
PCA,10,PC5,24h,SI3,-0.20148465885604172
PCA,10,PC5,24h,SI4,-0.3900537071722486
PCA,10,PC5,24h,SI5,-0.43262193699858875
PCA,10,PC5,24h,SI6,-0.47303815637058905
PCA,10,PC5,24h,SI7,-0.5082307280695165
PCA,10,PC5,24h,SI8,-0.5252119795507446
PCA,10,PC5,24h,SI9,-0.4112469956643671
PCA,10,PC5,24h,ce,-0.43627174370379074
PCA,10,PC5,24h,co,-0.39786115097790264
CP,10,CP5,1h,st,0.013105007995645662
CP,10,CP5,1h,SI1,0.018272733293786293
CP,10,CP5,1h,SI2,0.021836283409691792
CP,10,CP5,1h,SI3,0.015791210154881698
CP,10,CP5,1h,SI4,0.010624628695528526
CP,10,CP5,1h,SI5,0.0024522351781302272
CP,10,CP5,1h,SI6,0.0023168318759392947
CP,10,CP5,1h,SI7,0.0008174354829353831
CP,10,CP5,1h,SI8,0.0008882050229757164
CP,10,CP5,1h,SI9,-5.375294706699752e-05
CP,10,CP5,1h,ce,0.0014833897373971853
CP,10,CP5,1h,co,0.0012854700024038355
CP,10,CP5,3h,st,0.7191772320977066
CP,10,CP5,3h,SI1,1.0027718989146168
CP,10,CP5,3h,SI2,1.1983325662297315
CP,10,CP5,3h,SI3,0.8665907578564199
CP,10,CP5,3h,SI4,0.5830588626771466
CP,10,CP5,3h,SI5,0.13457387499849702
CP,10,CP5,3h,SI6,0.12714320634732795
CP,10,CP5,3h,SI7,0.04485926206464378
CP,10,CP5,3h,SI8,0.04874295614098052
CP,10,CP5,3h,SI9,-0.002949856703756494
CP,10,CP5,3h,ce,0.081405530299403
CP,10,CP5,3h,co,0.07054408197084622
CP,10,CP5,6h,st,-0.4284162915391776
CP,10,CP5,6h,SI1,-0.5973545866289794
CP,10,CP5,6h,SI2,-0.7138507326731104
CP,10,CP5,6h,SI3,-0.5162310237214707
CP,10,CP5,6h,SI4,-0.34733012190694224
CP,10,CP5,6h,SI5,-0.08016610911992857
CP,10,CP5,6h,SI6,-0.07573963485863303
CP,10,CP5,6h,SI7,-0.026722813010726407
CP,10,CP5,6h,SI8,-0.02903634261010451
CP,10,CP5,6h,SI9,0.001757239541509353
CP,10,CP5,6h,ce,-0.048493547689107394
CP,10,CP5,6h,co,-0.04202334645638467
CP,10,CP5,12h,st,-0.29247801704959275
CP,10,CP5,12h,SI1,-0.40781148715196797
CP,10,CP5,12h,SI2,-0.487342920624057
CP,10,CP5,12h,SI3,-0.3524287687918836
CP,10,CP5,12h,SI4,-0.2371208269227221
CP,10,CP5,12h,SI5,-0.05472906864895409
CP,10,CP5,12h,SI6,-0.051707133115612244
CP,10,CP5,12h,SI7,-0.018243553090113006
CP,10,CP5,12h,SI8,-0.01982299010727361
CP,10,CP5,12h,SI9,0.0011996601126798919
CP,10,CP5,12h,ce,-0.03310634293773808
CP,10,CP5,12h,co,-0.028689163517086856
CP,10,CP5,24h,st,0.009804761854372323
CP,10,CP5,24h,SI1,0.013671094167478842
CP,10,CP5,24h,SI2,0.01633723220067833
CP,10,CP5,24h,SI3,0.011814495268709889
CP,10,CP5,24h,SI4,0.007949018740423537
CP,10,CP5,24h,SI5,0.0018346865519250364
CP,10,CP5,24h,SI6,0.0017333819870809083
CP,10,CP5,24h,SI7,0.000611579958147167
CP,10,CP5,24h,SI8,0.0006645275402371196
CP,10,CP5,24h,SI9,-4.021629327793675e-05
CP,10,CP5,24h,ce,0.0011098263440382377
CP,10,CP5,24h,co,0.0009617489168031645
VAE,10,VAE5,1h,st,0.08678542077541351
VAE,10,VAE5,1h,SI1,-0.00618588924407959
VAE,10,VAE5,1h,SI2,0.00930774211883545
VAE,10,VAE5,1h,SI3,0.08970654010772705
VAE,10,VAE5,1h,SI4,0.06280344724655151
VAE,10,VAE5,1h,SI5,0.0710706114768982
VAE,10,VAE5,1h,SI6,0.05182129144668579
VAE,10,VAE5,1h,SI7,0.08357909321784973
VAE,10,VAE5,1h,SI8,0.1157483160495758
VAE,10,VAE5,1h,SI9,0.09390634298324585
VAE,10,VAE5,1h,ce,0.031002134084701538
VAE,10,VAE5,1h,co,0.044368043541908264
VAE,10,VAE5,3h,st,0.08352237939834595
VAE,10,VAE5,3h,SI1,-0.03132075071334839
VAE,10,VAE5,3h,SI2,-0.05291789770126343
VAE,10,VAE5,3h,SI3,-0.06451171636581421
VAE,10,VAE5,3h,SI4,-0.12103879451751709
VAE,10,VAE5,3h,SI5,-0.13801348209381104
VAE,10,VAE5,3h,SI6,-0.04518143832683563
VAE,10,VAE5,3h,SI7,-0.05350494384765625
VAE,10,VAE5,3h,SI8,0.026123329997062683
VAE,10,VAE5,3h,SI9,0.05002959072589874
VAE,10,VAE5,3h,ce,0.070628821849823
VAE,10,VAE5,3h,co,0.06597098708152771
VAE,10,VAE5,6h,st,0.10243311524391174
VAE,10,VAE5,6h,SI1,-0.004081010818481445
VAE,10,VAE5,6h,SI2,-0.08995157480239868
VAE,10,VAE5,6h,SI3,-0.09855246543884277
VAE,10,VAE5,6h,SI4,-0.12979447841644287
VAE,10,VAE5,6h,SI5,-0.11433221399784088
VAE,10,VAE5,6h,SI6,-0.012067139148712158
VAE,10,VAE5,6h,SI7,-0.007166147232055664
VAE,10,VAE5,6h,SI8,-0.006427675485610962
VAE,10,VAE5,6h,SI9,0.030918478965759277
VAE,10,VAE5,6h,ce,-0.08420585095882416
VAE,10,VAE5,6h,co,0.030485600233078003
VAE,10,VAE5,12h,st,0.11708356440067291
VAE,10,VAE5,12h,SI1,-0.09638285636901855
VAE,10,VAE5,12h,SI2,-0.09988850355148315
VAE,10,VAE5,12h,SI3,-0.06794220209121704
VAE,10,VAE5,12h,SI4,-0.11760610342025757
VAE,10,VAE5,12h,SI5,-0.03924375772476196
VAE,10,VAE5,12h,SI6,-0.005285829305648804
VAE,10,VAE5,12h,SI7,-0.01473146677017212
VAE,10,VAE5,12h,SI8,-0.02813822031021118
VAE,10,VAE5,12h,SI9,-0.012758791446685791
VAE,10,VAE5,12h,ce,-0.035234928131103516
VAE,10,VAE5,12h,co,0.010618448257446289
VAE,10,VAE5,24h,st,-0.0037902146577835083
VAE,10,VAE5,24h,SI1,0.0003091543912887573
VAE,10,VAE5,24h,SI2,0.032920677214860916
VAE,10,VAE5,24h,SI3,0.028764724731445312
VAE,10,VAE5,24h,SI4,0.015947073698043823
VAE,10,VAE5,24h,SI5,0.03424009680747986
VAE,10,VAE5,24h,SI6,0.05952921509742737
VAE,10,VAE5,24h,SI7,0.04107615351676941
VAE,10,VAE5,24h,SI8,0.04122793674468994
VAE,10,VAE5,24h,SI9,0.07120320200920105
VAE,10,VAE5,24h,ce,0.0675538182258606
VAE,10,VAE5,24h,co,0.026640206575393677
weighted_CPVAE,10,CPVAE5,1h,st,0.0011537134414538741
weighted_CPVAE,10,CPVAE5,1h,SI1,0.022408442571759224
weighted_CPVAE,10,CPVAE5,1h,SI2,0.024388417601585388
weighted_CPVAE,10,CPVAE5,1h,SI3,0.008463524281978607
weighted_CPVAE,10,CPVAE5,1h,SI4,-0.0013053987640887499
weighted_CPVAE,10,CPVAE5,1h,SI5,-0.007900603115558624
weighted_CPVAE,10,CPVAE5,1h,SI6,-0.009305275976657867
weighted_CPVAE,10,CPVAE5,1h,SI7,-0.007892745546996593
weighted_CPVAE,10,CPVAE5,1h,SI8,-0.004711110610514879
weighted_CPVAE,10,CPVAE5,1h,SI9,-0.002517016837373376
weighted_CPVAE,10,CPVAE5,1h,ce,-0.003146436298266053
weighted_CPVAE,10,CPVAE5,1h,co,-0.0036153735127300024
weighted_CPVAE,10,CPVAE5,3h,st,0.007450613658875227
weighted_CPVAE,10,CPVAE5,3h,SI1,0.1447124183177948
weighted_CPVAE,10,CPVAE5,3h,SI2,0.15749897062778473
weighted_CPVAE,10,CPVAE5,3h,SI3,0.054656945168972015
weighted_CPVAE,10,CPVAE5,3h,SI4,-0.008430189453065395
weighted_CPVAE,10,CPVAE5,3h,SI5,-0.05102163180708885
weighted_CPVAE,10,CPVAE5,3h,SI6,-0.060092926025390625
weighted_CPVAE,10,CPVAE5,3h,SI7,-0.050970885902643204
weighted_CPVAE,10,CPVAE5,3h,SI8,-0.030424077063798904
weighted_CPVAE,10,CPVAE5,3h,SI9,-0.016254747286438942
weighted_CPVAE,10,CPVAE5,3h,ce,-0.0203195009380579
weighted_CPVAE,10,CPVAE5,3h,co,-0.023347869515419006
weighted_CPVAE,10,CPVAE5,6h,st,0.0030083165038377047
weighted_CPVAE,10,CPVAE5,6h,SI1,0.05843018367886543
weighted_CPVAE,10,CPVAE5,6h,SI2,0.06359297782182693
weighted_CPVAE,10,CPVAE5,6h,SI3,0.022068703547120094
weighted_CPVAE,10,CPVAE5,6h,SI4,-0.003403837326914072
weighted_CPVAE,10,CPVAE5,6h,SI5,-0.020600881427526474
weighted_CPVAE,10,CPVAE5,6h,SI6,-0.024263575673103333
weighted_CPVAE,10,CPVAE5,6h,SI7,-0.020580392330884933
weighted_CPVAE,10,CPVAE5,6h,SI8,-0.012284256517887115
weighted_CPVAE,10,CPVAE5,6h,SI9,-0.006563140545040369
weighted_CPVAE,10,CPVAE5,6h,ce,-0.008204355835914612
weighted_CPVAE,10,CPVAE5,6h,co,-0.009427113458514214
weighted_CPVAE,10,CPVAE5,12h,st,0.00720487954095006
weighted_CPVAE,10,CPVAE5,12h,SI1,0.139939546585083
weighted_CPVAE,10,CPVAE5,12h,SI2,0.15230438113212585
weighted_CPVAE,10,CPVAE5,12h,SI3,0.0528542660176754
weighted_CPVAE,10,CPVAE5,12h,SI4,-0.008152146823704243
weighted_CPVAE,10,CPVAE5,12h,SI5,-0.049338847398757935
weighted_CPVAE,10,CPVAE5,12h,SI6,-0.058110956102609634
weighted_CPVAE,10,CPVAE5,12h,SI7,-0.049289777874946594
weighted_CPVAE,10,CPVAE5,12h,SI8,-0.02942063845694065
weighted_CPVAE,10,CPVAE5,12h,SI9,-0.01571863889694214
weighted_CPVAE,10,CPVAE5,12h,ce,-0.019649328663945198
weighted_CPVAE,10,CPVAE5,12h,co,-0.022577816620469093
weighted_CPVAE,10,CPVAE5,24h,st,0.0014825297985225916
weighted_CPVAE,10,CPVAE5,24h,SI1,0.02879500575363636
weighted_CPVAE,10,CPVAE5,24h,SI2,0.03133928403258324
weighted_CPVAE,10,CPVAE5,24h,SI3,0.010875687934458256
weighted_CPVAE,10,CPVAE5,24h,SI4,-0.0016774465329945087
weighted_CPVAE,10,CPVAE5,24h,SI5,-0.010152329690754414
weighted_CPVAE,10,CPVAE5,24h,SI6,-0.01195734366774559
weighted_CPVAE,10,CPVAE5,24h,SI7,-0.010142232291400433
weighted_CPVAE,10,CPVAE5,24h,SI8,-0.006053810007870197
weighted_CPVAE,10,CPVAE5,24h,SI9,-0.003234384348616004
weighted_CPVAE,10,CPVAE5,24h,ce,-0.004043192602694035
weighted_CPVAE,10,CPVAE5,24h,co,-0.004645780194550753
PCA,10,PC6,1h,st,-0.1028351336899783
PCA,10,PC6,1h,SI1,0.5846134070458003
PCA,10,PC6,1h,SI2,0.034281948056650954
PCA,10,PC6,1h,SI3,-0.43623955377018214
PCA,10,PC6,1h,SI4,-0.5717335173545199
PCA,10,PC6,1h,SI5,-0.6321495706913905
PCA,10,PC6,1h,SI6,-0.6625237143953485
PCA,10,PC6,1h,SI7,-0.6020773854130466
PCA,10,PC6,1h,SI8,-0.5975836274048315
PCA,10,PC6,1h,SI9,-0.4367808429872068
PCA,10,PC6,1h,ce,0.29242655456264827
PCA,10,PC6,1h,co,0.4654064454602568
PCA,10,PC6,3h,st,0.24576415900328372
PCA,10,PC6,3h,SI1,1.661451724235689
PCA,10,PC6,3h,SI2,0.6416504265655667
PCA,10,PC6,3h,SI3,0.8647805137082837
PCA,10,PC6,3h,SI4,0.48045713942497814
PCA,10,PC6,3h,SI5,0.8334372855282701
PCA,10,PC6,3h,SI6,0.18328500814897036
PCA,10,PC6,3h,SI7,0.4535412192548776
PCA,10,PC6,3h,SI8,0.2719521542713345
PCA,10,PC6,3h,SI9,0.16228410390993775
PCA,10,PC6,3h,ce,-0.4655576465579164
PCA,10,PC6,3h,co,-0.5401338189655593
PCA,10,PC6,6h,st,-0.23403072234363945
PCA,10,PC6,6h,SI1,0.4704138482127381
PCA,10,PC6,6h,SI2,0.6351093511121796
PCA,10,PC6,6h,SI3,0.8681467111984748
PCA,10,PC6,6h,SI4,0.4469021599614404
PCA,10,PC6,6h,SI5,0.36771452519008385
PCA,10,PC6,6h,SI6,-0.4601317351214603
PCA,10,PC6,6h,SI7,-0.5171043866606813
PCA,10,PC6,6h,SI8,-0.38289278666550114
PCA,10,PC6,6h,SI9,-0.44773133256693753
PCA,10,PC6,6h,ce,-0.07469204491340854
PCA,10,PC6,6h,co,-0.3013487361388208
PCA,10,PC6,12h,st,0.22879195013083137
PCA,10,PC6,12h,SI1,1.0765140599274723
PCA,10,PC6,12h,SI2,1.096864507087776
PCA,10,PC6,12h,SI3,0.9965229238506619
PCA,10,PC6,12h,SI4,0.28597532334870823
PCA,10,PC6,12h,SI5,-0.29851461871363844
PCA,10,PC6,12h,SI6,-0.5192100266567612
PCA,10,PC6,12h,SI7,-0.5568555262275895
PCA,10,PC6,12h,SI8,-0.40431605947280613
PCA,10,PC6,12h,SI9,-0.45628223734125295
PCA,10,PC6,12h,ce,-0.251957326295041
PCA,10,PC6,12h,co,-0.3181477743827658
PCA,10,PC6,24h,st,0.05482280517164122
PCA,10,PC6,24h,SI1,0.10901872169269877
PCA,10,PC6,24h,SI2,-0.08115581286295216
PCA,10,PC6,24h,SI3,-0.15662477590427032
PCA,10,PC6,24h,SI4,-0.3302048277964092
PCA,10,PC6,24h,SI5,-0.3627109928168414
PCA,10,PC6,24h,SI6,-0.406709167295773
PCA,10,PC6,24h,SI7,-0.45191452885851
PCA,10,PC6,24h,SI8,-0.4725434984669587
PCA,10,PC6,24h,SI9,-0.4295945889370684
PCA,10,PC6,24h,ce,-0.45122564564440915
PCA,10,PC6,24h,co,-0.3986150127477813
CP,10,CP6,1h,st,-0.29948974164711484
CP,10,CP6,1h,SI1,-0.01908093684708102
CP,10,CP6,1h,SI2,0.10957705729754415
CP,10,CP6,1h,SI3,0.10684191148919649
CP,10,CP6,1h,SI4,-0.07281710258836827
CP,10,CP6,1h,SI5,-0.06630615232062459
CP,10,CP6,1h,SI6,0.005426108167784049
CP,10,CP6,1h,SI7,0.014303830645312423
CP,10,CP6,1h,SI8,0.05087375247753066
CP,10,CP6,1h,SI9,0.06037798783921492
CP,10,CP6,1h,ce,0.02404250066080757
CP,10,CP6,1h,co,0.01883148990042604
CP,10,CP6,3h,st,-2.058546338535575
CP,10,CP6,3h,SI1,-0.13115304873670475
CP,10,CP6,3h,SI2,0.7531792202523857
CP,10,CP6,3h,SI3,0.7343791626672105
CP,10,CP6,3h,SI4,-0.5005092297708049
CP,10,CP6,3h,SI5,-0.455756134855642
CP,10,CP6,3h,SI6,0.03729641970325375
CP,10,CP6,3h,SI7,0.0983175518466861
CP,10,CP6,3h,SI8,0.34968134906464754
CP,10,CP6,3h,SI9,0.4150088250468752
CP,10,CP6,3h,ce,0.16525641723936274
CP,10,CP6,3h,co,0.12943847215097135
CP,10,CP6,6h,st,-1.0348156754843674
CP,10,CP6,6h,SI1,-0.06592964568232956
CP,10,CP6,6h,SI2,0.37861749768563313
CP,10,CP6,6h,SI3,0.36916685092341944
CP,10,CP6,6h,SI4,-0.2516022044273672
CP,10,CP6,6h,SI5,-0.22910516208359583
CP,10,CP6,6h,SI6,0.018748628109983165
CP,10,CP6,6h,SI7,0.04942348973235879
CP,10,CP6,6h,SI8,0.1757821695158137
CP,10,CP6,6h,SI9,0.20862179761684005
CP,10,CP6,6h,ce,0.08307315110299242
CP,10,CP6,6h,co,0.06506774100011697
CP,10,CP6,12h,st,0.08454722547759655
CP,10,CP6,12h,SI1,0.005386629475392184
CP,10,CP6,12h,SI2,-0.03093406845775424
CP,10,CP6,12h,SI3,-0.0301619251846636
CP,10,CP6,12h,SI4,0.020556577187936412
CP,10,CP6,12h,SI5,0.018718508286701827
CP,10,CP6,12h,SI6,-0.0015318133709835726
CP,10,CP6,12h,SI7,-0.00403803211459425
CP,10,CP6,12h,SI8,-0.014361876296508726
CP,10,CP6,12h,SI9,-0.017044962287024176
CP,10,CP6,12h,ce,-0.00678730000311563
CP,10,CP6,12h,co,-0.0053162095433853425
CP,10,CP6,24h,st,-0.09372462718872342
CP,10,CP6,24h,SI1,-0.005971335387211492
CP,10,CP6,24h,SI2,0.03429188855406877
CP,10,CP6,24h,SI3,0.03343593095170041
CP,10,CP6,24h,SI4,-0.022787945107980927
CP,10,CP6,24h,SI5,-0.020750358167164674
CP,10,CP6,24h,SI6,0.0016980880958202473
CP,10,CP6,24h,SI7,0.004476350966912856
CP,10,CP6,24h,SI8,0.01592082406036524
CP,10,CP6,24h,SI9,0.018895152700433772
CP,10,CP6,24h,ce,0.0075240453937616
CP,10,CP6,24h,co,0.00589327153784549
VAE,10,VAE6,1h,st,0.02474147081375122
VAE,10,VAE6,1h,SI1,-0.17284491658210754
VAE,10,VAE6,1h,SI2,-0.19119793176651
VAE,10,VAE6,1h,SI3,-0.17841440439224243
VAE,10,VAE6,1h,SI4,-0.2859279215335846
VAE,10,VAE6,1h,SI5,-0.3332376182079315
VAE,10,VAE6,1h,SI6,-0.3152095079421997
VAE,10,VAE6,1h,SI7,-0.23379451036453247
VAE,10,VAE6,1h,SI8,-0.21683913469314575
VAE,10,VAE6,1h,SI9,-0.22019946575164795
VAE,10,VAE6,1h,ce,-0.27162671089172363
VAE,10,VAE6,1h,co,-0.18850383162498474
VAE,10,VAE6,3h,st,0.257381796836853
VAE,10,VAE6,3h,SI1,0.3773753046989441
VAE,10,VAE6,3h,SI2,0.3526378870010376
VAE,10,VAE6,3h,SI3,0.21406018733978271
VAE,10,VAE6,3h,SI4,0.1853705644607544
VAE,10,VAE6,3h,SI5,-0.0331648588180542
VAE,10,VAE6,3h,SI6,-0.11577527225017548
VAE,10,VAE6,3h,SI7,-0.1874527633190155
VAE,10,VAE6,3h,SI8,-0.08149302005767822
VAE,10,VAE6,3h,SI9,-0.008783936500549316
VAE,10,VAE6,3h,ce,-0.1365639567375183
VAE,10,VAE6,3h,co,-0.1553574502468109
VAE,10,VAE6,6h,st,0.4641592800617218
VAE,10,VAE6,6h,SI1,0.36668145656585693
VAE,10,VAE6,6h,SI2,0.35123610496520996
VAE,10,VAE6,6h,SI3,0.24112707376480103
VAE,10,VAE6,6h,SI4,0.2536894679069519
VAE,10,VAE6,6h,SI5,-0.06373171508312225
VAE,10,VAE6,6h,SI6,-0.1407792866230011
VAE,10,VAE6,6h,SI7,-0.1573871374130249
VAE,10,VAE6,6h,SI8,-0.17230838537216187
VAE,10,VAE6,6h,SI9,-0.1292453408241272
VAE,10,VAE6,6h,ce,-0.15170298516750336
VAE,10,VAE6,6h,co,-0.16029542684555054
VAE,10,VAE6,12h,st,0.22258956730365753
VAE,10,VAE6,12h,SI1,0.312078595161438
VAE,10,VAE6,12h,SI2,0.27124786376953125
VAE,10,VAE6,12h,SI3,0.21532315015792847
VAE,10,VAE6,12h,SI4,0.10779641568660736
VAE,10,VAE6,12h,SI5,-0.05430859327316284
VAE,10,VAE6,12h,SI6,-0.08621960878372192
VAE,10,VAE6,12h,SI7,-0.152057945728302
VAE,10,VAE6,12h,SI8,-0.10109889507293701
VAE,10,VAE6,12h,SI9,-0.1111675500869751
VAE,10,VAE6,12h,ce,-0.1594129204750061
VAE,10,VAE6,12h,co,-0.11833184957504272
VAE,10,VAE6,24h,st,0.10925237834453583
VAE,10,VAE6,24h,SI1,0.19493597745895386
VAE,10,VAE6,24h,SI2,0.10517385601997375
VAE,10,VAE6,24h,SI3,0.09706674516201019
VAE,10,VAE6,24h,SI4,0.06262019276618958
VAE,10,VAE6,24h,SI5,0.021413654088974
VAE,10,VAE6,24h,SI6,0.055093735456466675
VAE,10,VAE6,24h,SI7,-0.007503777742385864
VAE,10,VAE6,24h,SI8,0.014354616403579712
VAE,10,VAE6,24h,SI9,0.030788838863372803
VAE,10,VAE6,24h,ce,0.026710152626037598
VAE,10,VAE6,24h,co,0.02472570538520813
weighted_CPVAE,10,CPVAE6,1h,st,0.073319211602211
weighted_CPVAE,10,CPVAE6,1h,SI1,0.04864894226193428
weighted_CPVAE,10,CPVAE6,1h,SI2,0.005911872256547213
weighted_CPVAE,10,CPVAE6,1h,SI3,0.031163478270173073
weighted_CPVAE,10,CPVAE6,1h,SI4,0.0736689418554306
weighted_CPVAE,10,CPVAE6,1h,SI5,0.015075706876814365
weighted_CPVAE,10,CPVAE6,1h,SI6,0.007125608157366514
weighted_CPVAE,10,CPVAE6,1h,SI7,-0.0026618146803230047
weighted_CPVAE,10,CPVAE6,1h,SI8,-0.005988308694213629
weighted_CPVAE,10,CPVAE6,1h,SI9,-0.005235130898654461
weighted_CPVAE,10,CPVAE6,1h,ce,-0.00423958757892251
weighted_CPVAE,10,CPVAE6,1h,co,-0.013909799978137016
weighted_CPVAE,10,CPVAE6,3h,st,-0.13222071528434753
weighted_CPVAE,10,CPVAE6,3h,SI1,-0.08773140609264374
weighted_CPVAE,10,CPVAE6,3h,SI2,-0.010661216452717781
weighted_CPVAE,10,CPVAE6,3h,SI3,-0.05619887635111809
weighted_CPVAE,10,CPVAE6,3h,SI4,-0.13285140693187714
weighted_CPVAE,10,CPVAE6,3h,SI5,-0.027186881750822067
weighted_CPVAE,10,CPVAE6,3h,SI6,-0.012850015424191952
weighted_CPVAE,10,CPVAE6,3h,SI7,0.004800202324986458
weighted_CPVAE,10,CPVAE6,3h,SI8,0.010799058713018894
weighted_CPVAE,10,CPVAE6,3h,SI9,0.009440810419619083
weighted_CPVAE,10,CPVAE6,3h,ce,0.007645490113645792
weighted_CPVAE,10,CPVAE6,3h,co,0.02508433535695076
weighted_CPVAE,10,CPVAE6,6h,st,-0.049026548862457275
weighted_CPVAE,10,CPVAE6,6h,SI1,-0.03253021836280823
weighted_CPVAE,10,CPVAE6,6h,SI2,-0.003953107632696629
weighted_CPVAE,10,CPVAE6,6h,SI3,-0.020838165655732155
weighted_CPVAE,10,CPVAE6,6h,SI4,-0.04926040768623352
weighted_CPVAE,10,CPVAE6,6h,SI5,-0.010080712847411633
weighted_CPVAE,10,CPVAE6,6h,SI6,-0.004764699377119541
weighted_CPVAE,10,CPVAE6,6h,SI7,0.0017798827029764652
weighted_CPVAE,10,CPVAE6,6h,SI8,0.004004218149930239
weighted_CPVAE,10,CPVAE6,6h,SI9,0.0035005889367312193
weighted_CPVAE,10,CPVAE6,6h,ce,0.0028348963242024183
weighted_CPVAE,10,CPVAE6,6h,co,0.009301102720201015
weighted_CPVAE,10,CPVAE6,12h,st,-0.04847390204668045
weighted_CPVAE,10,CPVAE6,12h,SI1,-0.03216352313756943
weighted_CPVAE,10,CPVAE6,12h,SI2,-0.0039085461758077145
weighted_CPVAE,10,CPVAE6,12h,SI3,-0.02060326747596264
weighted_CPVAE,10,CPVAE6,12h,SI4,-0.048705123364925385
weighted_CPVAE,10,CPVAE6,12h,SI5,-0.0099670784547925
weighted_CPVAE,10,CPVAE6,12h,SI6,-0.004710989538580179
weighted_CPVAE,10,CPVAE6,12h,SI7,0.0017598191043362021
weighted_CPVAE,10,CPVAE6,12h,SI8,0.003959081135690212
weighted_CPVAE,10,CPVAE6,12h,SI9,0.0034611287992447615
weighted_CPVAE,10,CPVAE6,12h,ce,0.002802940085530281
weighted_CPVAE,10,CPVAE6,12h,co,0.009196257218718529
weighted_CPVAE,10,CPVAE6,24h,st,-0.03468924015760422
weighted_CPVAE,10,CPVAE6,24h,SI1,-0.023017091676592827
weighted_CPVAE,10,CPVAE6,24h,SI2,-0.0027970620431005955
weighted_CPVAE,10,CPVAE6,24h,SI3,-0.014744259417057037
weighted_CPVAE,10,CPVAE6,24h,SI4,-0.0348547101020813
weighted_CPVAE,10,CPVAE6,24h,SI5,-0.007132712751626968
weighted_CPVAE,10,CPVAE6,24h,SI6,-0.0033713122829794884
weighted_CPVAE,10,CPVAE6,24h,SI7,0.0012593744322657585
weighted_CPVAE,10,CPVAE6,24h,SI8,0.0028332259971648455
weighted_CPVAE,10,CPVAE6,24h,SI9,0.0024768777657300234
weighted_CPVAE,10,CPVAE6,24h,ce,0.002005860209465027
weighted_CPVAE,10,CPVAE6,24h,co,0.006581091322004795
