Rank,Model,Program_1,Program_2,Correlation,Basis_source
8,CP,CP6,CP6,1.0,first_8_programs_from_rank10_fit
8,CP,CP6,CP7,-0.22310135972321027,first_8_programs_from_rank10_fit
8,CP,CP6,CP8,-0.25432140622946736,first_8_programs_from_rank10_fit
8,CP,CP7,CP1,-0.027442622668257696,first_8_programs_from_rank10_fit
8,CP,CP7,CP2,-0.35060704815166216,first_8_programs_from_rank10_fit
8,CP,CP7,CP3,0.6223260317815277,first_8_programs_from_rank10_fit
8,CP,CP7,CP4,0.01357156764132668,first_8_programs_from_rank10_fit
8,CP,CP7,CP5,0.08026075365791743,first_8_programs_from_rank10_fit
8,CP,CP7,CP6,-0.22310135972321027,first_8_programs_from_rank10_fit
8,CP,CP7,CP7,0.9999999999999998,first_8_programs_from_rank10_fit
8,CP,CP7,CP8,0.30100964142142256,first_8_programs_from_rank10_fit
8,CP,CP8,CP1,0.16926364338283767,first_8_programs_from_rank10_fit
8,CP,CP8,CP2,-0.1806375789142136,first_8_programs_from_rank10_fit
8,CP,CP8,CP3,0.5281664029681044,first_8_programs_from_rank10_fit
8,CP,CP8,CP4,0.004349684986013656,first_8_programs_from_rank10_fit
8,CP,CP8,CP5,0.16279920121637487,first_8_programs_from_rank10_fit
8,CP,CP8,CP6,-0.2543214062294674,first_8_programs_from_rank10_fit
8,CP,CP8,CP7,0.3010096414214226,first_8_programs_from_rank10_fit
8,CP,CP8,CP8,1.0,first_8_programs_from_rank10_fit
8,VAE,VAE1,VAE1,0.9999999999999998,first_8_programs_from_rank10_fit
8,VAE,VAE1,VAE2,0.2036426757592225,first_8_programs_from_rank10_fit
8,VAE,VAE1,VAE3,0.21639844911000003,first_8_programs_from_rank10_fit
8,VAE,VAE1,VAE4,0.49763441473547565,first_8_programs_from_rank10_fit
8,VAE,VAE1,VAE5,-0.7502539838179095,first_8_programs_from_rank10_fit
8,VAE,VAE1,VAE6,0.07037566198244422,first_8_programs_from_rank10_fit
8,VAE,VAE1,VAE7,-0.33777202501487585,first_8_programs_from_rank10_fit
8,VAE,VAE1,VAE8,-0.33773448567806585,first_8_programs_from_rank10_fit
8,VAE,VAE2,VAE1,0.20364267575922249,first_8_programs_from_rank10_fit
8,VAE,VAE2,VAE2,1.0,first_8_programs_from_rank10_fit
8,VAE,VAE2,VAE3,-0.32502206366698905,first_8_programs_from_rank10_fit
8,VAE,VAE2,VAE4,-0.30549357827814794,first_8_programs_from_rank10_fit
8,VAE,VAE2,VAE5,-0.1608245192906864,first_8_programs_from_rank10_fit
8,VAE,VAE2,VAE6,-0.34291594270494985,first_8_programs_from_rank10_fit
8,VAE,VAE2,VAE7,0.21771240887927457,first_8_programs_from_rank10_fit
8,VAE,VAE2,VAE8,0.25002800850916973,first_8_programs_from_rank10_fit
8,VAE,VAE3,VAE1,0.21639844911000006,first_8_programs_from_rank10_fit
8,VAE,VAE3,VAE2,-0.32502206366698905,first_8_programs_from_rank10_fit
8,VAE,VAE3,VAE3,1.0,first_8_programs_from_rank10_fit
8,VAE,VAE3,VAE4,0.8161392622627767,first_8_programs_from_rank10_fit
8,VAE,VAE3,VAE5,-0.44209533177449944,first_8_programs_from_rank10_fit
8,VAE,VAE3,VAE6,0.164064287677791,first_8_programs_from_rank10_fit
8,VAE,VAE3,VAE7,0.042417120645996086,first_8_programs_from_rank10_fit
8,VAE,VAE3,VAE8,-0.3651566931539697,first_8_programs_from_rank10_fit
8,VAE,VAE4,VAE1,0.49763441473547565,first_8_programs_from_rank10_fit
8,VAE,VAE4,VAE2,-0.3054935782781479,first_8_programs_from_rank10_fit
8,VAE,VAE4,VAE3,0.8161392622627768,first_8_programs_from_rank10_fit
8,VAE,VAE4,VAE4,0.9999999999999998,first_8_programs_from_rank10_fit
8,VAE,VAE4,VAE5,-0.3802395169119574,first_8_programs_from_rank10_fit
8,VAE,VAE4,VAE6,-0.09629749185432263,first_8_programs_from_rank10_fit
8,VAE,VAE4,VAE7,-0.24557763328351526,first_8_programs_from_rank10_fit
8,VAE,VAE4,VAE8,-0.6744726462924698,first_8_programs_from_rank10_fit
8,VAE,VAE5,VAE1,-0.7502539838179095,first_8_programs_from_rank10_fit
8,VAE,VAE5,VAE2,-0.16082451929068636,first_8_programs_from_rank10_fit
8,VAE,VAE5,VAE3,-0.44209533177449944,first_8_programs_from_rank10_fit
8,VAE,VAE5,VAE4,-0.3802395169119574,first_8_programs_from_rank10_fit
8,VAE,VAE5,VAE5,1.0,first_8_programs_from_rank10_fit
8,VAE,VAE5,VAE6,-0.32470928933794385,first_8_programs_from_rank10_fit
8,VAE,VAE5,VAE7,-0.030117368500673578,first_8_programs_from_rank10_fit
8,VAE,VAE5,VAE8,-0.027540628379086794,first_8_programs_from_rank10_fit
8,VAE,VAE6,VAE1,0.07037566198244422,first_8_programs_from_rank10_fit
8,VAE,VAE6,VAE2,-0.3429159427049499,first_8_programs_from_rank10_fit
8,VAE,VAE6,VAE3,0.164064287677791,first_8_programs_from_rank10_fit
8,VAE,VAE6,VAE4,-0.09629749185432263,first_8_programs_from_rank10_fit
8,VAE,VAE6,VAE5,-0.3247092893379439,first_8_programs_from_rank10_fit
8,VAE,VAE6,VAE6,1.0,first_8_programs_from_rank10_fit
8,VAE,VAE6,VAE7,-0.32767183436198316,first_8_programs_from_rank10_fit
8,VAE,VAE6,VAE8,0.03333584323208417,first_8_programs_from_rank10_fit
8,VAE,VAE7,VAE1,-0.33777202501487585,first_8_programs_from_rank10_fit
8,VAE,VAE7,VAE2,0.21771240887927457,first_8_programs_from_rank10_fit
8,VAE,VAE7,VAE3,0.042417120645996086,first_8_programs_from_rank10_fit
8,VAE,VAE7,VAE4,-0.24557763328351528,first_8_programs_from_rank10_fit
8,VAE,VAE7,VAE5,-0.030117368500673578,first_8_programs_from_rank10_fit
8,VAE,VAE7,VAE6,-0.3276718343619832,first_8_programs_from_rank10_fit
8,VAE,VAE7,VAE7,1.0,first_8_programs_from_rank10_fit
8,VAE,VAE7,VAE8,0.7145589515006118,first_8_programs_from_rank10_fit
8,VAE,VAE8,VAE1,-0.33773448567806585,first_8_programs_from_rank10_fit
8,VAE,VAE8,VAE2,0.25002800850916973,first_8_programs_from_rank10_fit
8,VAE,VAE8,VAE3,-0.3651566931539697,first_8_programs_from_rank10_fit
8,VAE,VAE8,VAE4,-0.6744726462924698,first_8_programs_from_rank10_fit
8,VAE,VAE8,VAE5,-0.027540628379086794,first_8_programs_from_rank10_fit
8,VAE,VAE8,VAE6,0.03333584323208416,first_8_programs_from_rank10_fit
8,VAE,VAE8,VAE7,0.7145589515006117,first_8_programs_from_rank10_fit
8,VAE,VAE8,VAE8,1.0,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE1,CPVAE1,0.9999999999999999,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE1,CPVAE2,0.36465209481615685,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE1,CPVAE3,0.03541023948163845,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE1,CPVAE4,0.2996470768394944,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE1,CPVAE5,0.006024671221342642,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE1,CPVAE6,-0.09476482218210838,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE1,CPVAE7,-0.1883944406338841,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE1,CPVAE8,0.1861084338769507,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE2,CPVAE1,0.3646520948161568,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE2,CPVAE2,0.9999999999999998,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE2,CPVAE3,0.04905780264694462,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE2,CPVAE4,0.051614010660103994,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE2,CPVAE5,0.1389444680033703,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE2,CPVAE6,-0.12608381635222754,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE2,CPVAE7,-0.046172479787500775,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE2,CPVAE8,0.3208443849930877,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE3,CPVAE1,0.035410239481638454,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE3,CPVAE2,0.049057802646944614,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE3,CPVAE3,0.9999999999999998,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE3,CPVAE4,-0.013672567099632181,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE3,CPVAE5,0.20279962570459936,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE3,CPVAE6,0.026528792712965637,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE3,CPVAE7,-0.12618631088920035,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE3,CPVAE8,0.03464961357447025,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE4,CPVAE1,0.2996470768394944,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE4,CPVAE2,0.051614010660103994,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE4,CPVAE3,-0.01367256709963218,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE4,CPVAE4,1.0,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE4,CPVAE5,0.06485521649226482,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE4,CPVAE6,0.05348206962628258,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE4,CPVAE7,-0.26181092439788095,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE4,CPVAE8,0.08951193227490076,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE5,CPVAE1,0.006024671221342642,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE5,CPVAE2,0.1389444680033703,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE5,CPVAE3,0.20279962570459936,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE5,CPVAE4,0.06485521649226482,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE5,CPVAE5,0.9999999999999999,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE5,CPVAE6,-0.224065878279511,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE5,CPVAE7,0.06456682375633528,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE5,CPVAE8,0.1704646863580747,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE6,CPVAE1,-0.09476482218210838,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE6,CPVAE2,-0.1260838163522275,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE6,CPVAE3,0.026528792712965633,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE6,CPVAE4,0.05348206962628258,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE6,CPVAE5,-0.22406587827951102,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE6,CPVAE6,1.0,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE6,CPVAE7,-0.022475757754713336,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE6,CPVAE8,-0.16673736363475117,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE7,CPVAE1,-0.1883944406338841,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE7,CPVAE2,-0.046172479787500775,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE7,CPVAE3,-0.12618631088920035,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE7,CPVAE4,-0.2618109243978809,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE7,CPVAE5,0.06456682375633528,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE7,CPVAE6,-0.022475757754713336,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE7,CPVAE7,0.9999999999999999,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE7,CPVAE8,0.057245117054031555,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE8,CPVAE1,0.18610843387695067,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE8,CPVAE2,0.3208443849930877,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE8,CPVAE3,0.034649613574470245,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE8,CPVAE4,0.08951193227490076,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE8,CPVAE5,0.17046468635807474,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE8,CPVAE6,-0.16673736363475117,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE8,CPVAE7,0.05724511705403155,first_8_programs_from_rank10_fit
8,weighted CPVAE,CPVAE8,CPVAE8,0.9999999999999999,first_8_programs_from_rank10_fit
9,PCA,PC1,PC1,1.0,first_9_programs_from_rank10_fit
9,PCA,PC1,PC2,9.589302028364375e-17,first_9_programs_from_rank10_fit
9,PCA,PC1,PC3,1.6738146632117187e-16,first_9_programs_from_rank10_fit
9,PCA,PC1,PC4,1.7727440915743528e-16,first_9_programs_from_rank10_fit
9,PCA,PC1,PC5,5.453731223259127e-18,first_9_programs_from_rank10_fit
9,PCA,PC1,PC6,-1.6390020933657362e-16,first_9_programs_from_rank10_fit
9,PCA,PC1,PC7,1.8593600819041814e-17,first_9_programs_from_rank10_fit
9,PCA,PC1,PC8,7.042915752966685e-17,first_9_programs_from_rank10_fit
9,PCA,PC1,PC9,-9.042531404961231e-18,first_9_programs_from_rank10_fit
9,PCA,PC2,PC1,9.589302028364375e-17,first_9_programs_from_rank10_fit
9,PCA,PC2,PC2,0.9999999999999999,first_9_programs_from_rank10_fit
9,PCA,PC2,PC3,2.532982623454135e-16,first_9_programs_from_rank10_fit
9,PCA,PC2,PC4,-1.0808722303223044e-16,first_9_programs_from_rank10_fit
9,PCA,PC2,PC5,-7.917965574724918e-18,first_9_programs_from_rank10_fit
9,PCA,PC2,PC6,-8.658875823588397e-18,first_9_programs_from_rank10_fit
9,PCA,PC2,PC7,-8.5561158335245e-18,first_9_programs_from_rank10_fit
9,PCA,PC2,PC8,-5.1371817754287775e-17,first_9_programs_from_rank10_fit
9,PCA,PC2,PC9,-6.497132910589077e-17,first_9_programs_from_rank10_fit
9,PCA,PC3,PC1,1.6738146632117185e-16,first_9_programs_from_rank10_fit
9,PCA,PC3,PC2,2.532982623454135e-16,first_9_programs_from_rank10_fit
9,PCA,PC3,PC3,1.0,first_9_programs_from_rank10_fit
9,PCA,PC3,PC4,6.258944227144384e-16,first_9_programs_from_rank10_fit
9,PCA,PC3,PC5,-2.1669794547599077e-17,first_9_programs_from_rank10_fit
9,PCA,PC3,PC6,4.931246052290993e-16,first_9_programs_from_rank10_fit
9,PCA,PC3,PC7,-7.653487176537637e-17,first_9_programs_from_rank10_fit
9,PCA,PC3,PC8,-1.3906413729933161e-16,first_9_programs_from_rank10_fit
9,PCA,PC3,PC9,6.819770735782328e-17,first_9_programs_from_rank10_fit
9,PCA,PC4,PC1,1.7727440915743526e-16,first_9_programs_from_rank10_fit
9,PCA,PC4,PC2,-1.0808722303223044e-16,first_9_programs_from_rank10_fit
9,PCA,PC4,PC3,6.258944227144384e-16,first_9_programs_from_rank10_fit
9,PCA,PC4,PC4,1.0,first_9_programs_from_rank10_fit
9,PCA,PC4,PC5,-1.5234067077475774e-17,first_9_programs_from_rank10_fit
9,PCA,PC4,PC6,-1.5525358564222555e-16,first_9_programs_from_rank10_fit
9,PCA,PC4,PC7,4.903925064428939e-17,first_9_programs_from_rank10_fit
9,PCA,PC4,PC8,-3.658794032979111e-17,first_9_programs_from_rank10_fit
9,PCA,PC4,PC9,-3.497281428139089e-17,first_9_programs_from_rank10_fit
9,PCA,PC5,PC1,5.453731223259126e-18,first_9_programs_from_rank10_fit
9,PCA,PC5,PC2,-7.91796557472492e-18,first_9_programs_from_rank10_fit
9,PCA,PC5,PC3,-2.1669794547599077e-17,first_9_programs_from_rank10_fit
9,PCA,PC5,PC4,-1.523406707747577e-17,first_9_programs_from_rank10_fit
9,PCA,PC5,PC5,1.0,first_9_programs_from_rank10_fit
9,PCA,PC5,PC6,-4.2009053576020084e-16,first_9_programs_from_rank10_fit
9,PCA,PC5,PC7,1.1395490883342878e-16,first_9_programs_from_rank10_fit
9,PCA,PC5,PC8,-3.040352267958029e-16,first_9_programs_from_rank10_fit
9,PCA,PC5,PC9,4.24820536867525e-16,first_9_programs_from_rank10_fit
9,PCA,PC6,PC1,-1.6390020933657362e-16,first_9_programs_from_rank10_fit
9,PCA,PC6,PC2,-8.658875823588397e-18,first_9_programs_from_rank10_fit
9,PCA,PC6,PC3,4.931246052290993e-16,first_9_programs_from_rank10_fit
9,PCA,PC6,PC4,-1.5525358564222555e-16,first_9_programs_from_rank10_fit
9,PCA,PC6,PC5,-4.2009053576020084e-16,first_9_programs_from_rank10_fit
9,PCA,PC6,PC6,0.9999999999999999,first_9_programs_from_rank10_fit
9,PCA,PC6,PC7,1.2235847474548834e-16,first_9_programs_from_rank10_fit
9,PCA,PC6,PC8,-1.4369816079235098e-16,first_9_programs_from_rank10_fit
9,PCA,PC6,PC9,3.961856739746531e-17,first_9_programs_from_rank10_fit
9,PCA,PC7,PC1,1.8593600819041814e-17,first_9_programs_from_rank10_fit
9,PCA,PC7,PC2,-8.5561158335245e-18,first_9_programs_from_rank10_fit
9,PCA,PC7,PC3,-7.653487176537636e-17,first_9_programs_from_rank10_fit
9,PCA,PC7,PC4,4.9039250644289384e-17,first_9_programs_from_rank10_fit
9,PCA,PC7,PC5,1.1395490883342878e-16,first_9_programs_from_rank10_fit
9,PCA,PC7,PC6,1.2235847474548834e-16,first_9_programs_from_rank10_fit
9,PCA,PC7,PC7,1.0,first_9_programs_from_rank10_fit
9,PCA,PC7,PC8,7.549745033530271e-17,first_9_programs_from_rank10_fit
9,PCA,PC7,PC9,-2.847162533052894e-17,first_9_programs_from_rank10_fit
9,PCA,PC8,PC1,7.042915752966685e-17,first_9_programs_from_rank10_fit
9,PCA,PC8,PC2,-5.1371817754287775e-17,first_9_programs_from_rank10_fit
9,PCA,PC8,PC3,-1.3906413729933161e-16,first_9_programs_from_rank10_fit
9,PCA,PC8,PC4,-3.658794032979111e-17,first_9_programs_from_rank10_fit
9,PCA,PC8,PC5,-3.040352267958029e-16,first_9_programs_from_rank10_fit
9,PCA,PC8,PC6,-1.4369816079235098e-16,first_9_programs_from_rank10_fit
9,PCA,PC8,PC7,7.549745033530271e-17,first_9_programs_from_rank10_fit
9,PCA,PC8,PC8,1.0,first_9_programs_from_rank10_fit
9,PCA,PC8,PC9,3.220449290931395e-17,first_9_programs_from_rank10_fit
9,PCA,PC9,PC1,-9.042531404961231e-18,first_9_programs_from_rank10_fit
9,PCA,PC9,PC2,-6.497132910589077e-17,first_9_programs_from_rank10_fit
9,PCA,PC9,PC3,6.819770735782329e-17,first_9_programs_from_rank10_fit
9,PCA,PC9,PC4,-3.4972814281390884e-17,first_9_programs_from_rank10_fit
9,PCA,PC9,PC5,4.2482053686752497e-16,first_9_programs_from_rank10_fit
9,PCA,PC9,PC6,3.961856739746531e-17,first_9_programs_from_rank10_fit
9,PCA,PC9,PC7,-2.847162533052894e-17,first_9_programs_from_rank10_fit
9,PCA,PC9,PC8,3.2204492909313943e-17,first_9_programs_from_rank10_fit
9,PCA,PC9,PC9,1.0,first_9_programs_from_rank10_fit
9,CP,CP1,CP1,1.0,first_9_programs_from_rank10_fit
9,CP,CP1,CP2,-0.13850087059892208,first_9_programs_from_rank10_fit
9,CP,CP1,CP3,0.08184640315931828,first_9_programs_from_rank10_fit
9,CP,CP1,CP4,0.0019286395527554365,first_9_programs_from_rank10_fit
9,CP,CP1,CP5,0.047107829831355814,first_9_programs_from_rank10_fit
9,CP,CP1,CP6,-0.23270570542032953,first_9_programs_from_rank10_fit
9,CP,CP1,CP7,-0.027442622668257692,first_9_programs_from_rank10_fit
9,CP,CP1,CP8,0.16926364338283767,first_9_programs_from_rank10_fit
9,CP,CP1,CP9,0.053265778716860446,first_9_programs_from_rank10_fit
9,CP,CP2,CP1,-0.13850087059892208,first_9_programs_from_rank10_fit
9,CP,CP2,CP2,1.0,first_9_programs_from_rank10_fit
9,CP,CP2,CP3,-0.19093974304868813,first_9_programs_from_rank10_fit
9,CP,CP2,CP4,0.279925413000421,first_9_programs_from_rank10_fit
9,CP,CP2,CP5,0.224955870342643,first_9_programs_from_rank10_fit
9,CP,CP2,CP6,0.19290614090201166,first_9_programs_from_rank10_fit
9,CP,CP2,CP7,-0.35060704815166216,first_9_programs_from_rank10_fit
9,CP,CP2,CP8,-0.1806375789142136,first_9_programs_from_rank10_fit
9,CP,CP2,CP9,-0.07161801617621298,first_9_programs_from_rank10_fit
9,CP,CP3,CP1,0.08184640315931829,first_9_programs_from_rank10_fit
9,CP,CP3,CP2,-0.19093974304868813,first_9_programs_from_rank10_fit
9,CP,CP3,CP3,1.0,first_9_programs_from_rank10_fit
9,CP,CP3,CP4,0.015602932739432423,first_9_programs_from_rank10_fit
9,CP,CP3,CP5,-0.014989134481181568,first_9_programs_from_rank10_fit
9,CP,CP3,CP6,-0.640659460755557,first_9_programs_from_rank10_fit
9,CP,CP3,CP7,0.6223260317815276,first_9_programs_from_rank10_fit
9,CP,CP3,CP8,0.5281664029681044,first_9_programs_from_rank10_fit
9,CP,CP3,CP9,0.22837763134950262,first_9_programs_from_rank10_fit
9,CP,CP4,CP1,0.0019286395527554365,first_9_programs_from_rank10_fit
9,CP,CP4,CP2,0.279925413000421,first_9_programs_from_rank10_fit
9,CP,CP4,CP3,0.015602932739432423,first_9_programs_from_rank10_fit
9,CP,CP4,CP4,1.0,first_9_programs_from_rank10_fit
9,CP,CP4,CP5,-0.17546601452661914,first_9_programs_from_rank10_fit
9,CP,CP4,CP6,-0.0006534955020224407,first_9_programs_from_rank10_fit
9,CP,CP4,CP7,0.01357156764132668,first_9_programs_from_rank10_fit
9,CP,CP4,CP8,0.004349684986013656,first_9_programs_from_rank10_fit
9,CP,CP4,CP9,0.035409048350589244,first_9_programs_from_rank10_fit
9,CP,CP5,CP1,0.047107829831355814,first_9_programs_from_rank10_fit
9,CP,CP5,CP2,0.224955870342643,first_9_programs_from_rank10_fit
9,CP,CP5,CP3,-0.014989134481181568,first_9_programs_from_rank10_fit
9,CP,CP5,CP4,-0.17546601452661914,first_9_programs_from_rank10_fit
9,CP,CP5,CP5,1.0,first_9_programs_from_rank10_fit
9,CP,CP5,CP6,-0.03867703248183282,first_9_programs_from_rank10_fit
9,CP,CP5,CP7,0.08026075365791743,first_9_programs_from_rank10_fit
9,CP,CP5,CP8,0.16279920121637487,first_9_programs_from_rank10_fit
9,CP,CP5,CP9,-0.43864960499264277,first_9_programs_from_rank10_fit
9,CP,CP6,CP1,-0.23270570542032953,first_9_programs_from_rank10_fit
9,CP,CP6,CP2,0.19290614090201166,first_9_programs_from_rank10_fit
9,CP,CP6,CP3,-0.640659460755557,first_9_programs_from_rank10_fit
9,CP,CP6,CP4,-0.0006534955020224408,first_9_programs_from_rank10_fit
9,CP,CP6,CP5,-0.03867703248183282,first_9_programs_from_rank10_fit
9,CP,CP6,CP6,1.0,first_9_programs_from_rank10_fit
9,CP,CP6,CP7,-0.22310135972321027,first_9_programs_from_rank10_fit
9,CP,CP6,CP8,-0.25432140622946736,first_9_programs_from_rank10_fit
9,CP,CP6,CP9,0.04017351802346767,first_9_programs_from_rank10_fit
9,CP,CP7,CP1,-0.027442622668257696,first_9_programs_from_rank10_fit
9,CP,CP7,CP2,-0.35060704815166216,first_9_programs_from_rank10_fit
9,CP,CP7,CP3,0.6223260317815277,first_9_programs_from_rank10_fit
9,CP,CP7,CP4,0.01357156764132668,first_9_programs_from_rank10_fit
9,CP,CP7,CP5,0.08026075365791743,first_9_programs_from_rank10_fit
9,CP,CP7,CP6,-0.22310135972321027,first_9_programs_from_rank10_fit
9,CP,CP7,CP7,0.9999999999999998,first_9_programs_from_rank10_fit
9,CP,CP7,CP8,0.30100964142142256,first_9_programs_from_rank10_fit
9,CP,CP7,CP9,0.28588810940072845,first_9_programs_from_rank10_fit
9,CP,CP8,CP1,0.16926364338283767,first_9_programs_from_rank10_fit
9,CP,CP8,CP2,-0.1806375789142136,first_9_programs_from_rank10_fit
9,CP,CP8,CP3,0.5281664029681044,first_9_programs_from_rank10_fit
9,CP,CP8,CP4,0.004349684986013656,first_9_programs_from_rank10_fit
9,CP,CP8,CP5,0.16279920121637487,first_9_programs_from_rank10_fit
9,CP,CP8,CP6,-0.2543214062294674,first_9_programs_from_rank10_fit
9,CP,CP8,CP7,0.3010096414214226,first_9_programs_from_rank10_fit
9,CP,CP8,CP8,1.0,first_9_programs_from_rank10_fit
9,CP,CP8,CP9,0.015439108594590812,first_9_programs_from_rank10_fit
9,CP,CP9,CP1,0.053265778716860446,first_9_programs_from_rank10_fit
9,CP,CP9,CP2,-0.07161801617621298,first_9_programs_from_rank10_fit
9,CP,CP9,CP3,0.22837763134950262,first_9_programs_from_rank10_fit
9,CP,CP9,CP4,0.035409048350589244,first_9_programs_from_rank10_fit
9,CP,CP9,CP5,-0.43864960499264277,first_9_programs_from_rank10_fit
9,CP,CP9,CP6,0.04017351802346767,first_9_programs_from_rank10_fit
9,CP,CP9,CP7,0.28588810940072845,first_9_programs_from_rank10_fit
9,CP,CP9,CP8,0.015439108594590812,first_9_programs_from_rank10_fit
9,CP,CP9,CP9,0.9999999999999999,first_9_programs_from_rank10_fit
9,VAE,VAE1,VAE1,0.9999999999999998,first_9_programs_from_rank10_fit
9,VAE,VAE1,VAE2,0.2036426757592225,first_9_programs_from_rank10_fit
9,VAE,VAE1,VAE3,0.21639844911000003,first_9_programs_from_rank10_fit
9,VAE,VAE1,VAE4,0.49763441473547565,first_9_programs_from_rank10_fit
9,VAE,VAE1,VAE5,-0.7502539838179095,first_9_programs_from_rank10_fit
9,VAE,VAE1,VAE6,0.07037566198244422,first_9_programs_from_rank10_fit
9,VAE,VAE1,VAE7,-0.33777202501487585,first_9_programs_from_rank10_fit
9,VAE,VAE1,VAE8,-0.33773448567806585,first_9_programs_from_rank10_fit
9,VAE,VAE1,VAE9,0.7054289464372352,first_9_programs_from_rank10_fit
9,VAE,VAE2,VAE1,0.20364267575922249,first_9_programs_from_rank10_fit
9,VAE,VAE2,VAE2,1.0,first_9_programs_from_rank10_fit
9,VAE,VAE2,VAE3,-0.32502206366698905,first_9_programs_from_rank10_fit
9,VAE,VAE2,VAE4,-0.30549357827814794,first_9_programs_from_rank10_fit
9,VAE,VAE2,VAE5,-0.1608245192906864,first_9_programs_from_rank10_fit
9,VAE,VAE2,VAE6,-0.34291594270494985,first_9_programs_from_rank10_fit
9,VAE,VAE2,VAE7,0.21771240887927457,first_9_programs_from_rank10_fit
9,VAE,VAE2,VAE8,0.25002800850916973,first_9_programs_from_rank10_fit
9,VAE,VAE2,VAE9,0.1815379256723592,first_9_programs_from_rank10_fit
9,VAE,VAE3,VAE1,0.21639844911000006,first_9_programs_from_rank10_fit
9,VAE,VAE3,VAE2,-0.32502206366698905,first_9_programs_from_rank10_fit
9,VAE,VAE3,VAE3,1.0,first_9_programs_from_rank10_fit
9,VAE,VAE3,VAE4,0.8161392622627767,first_9_programs_from_rank10_fit
9,VAE,VAE3,VAE5,-0.44209533177449944,first_9_programs_from_rank10_fit
9,VAE,VAE3,VAE6,0.164064287677791,first_9_programs_from_rank10_fit
